"OrthoGroup","# Species","Genes","Alg.-Conn.","L_infantum.fasta","L_major.fasta","L_mexicana.fasta"
"OrthoGroup_4343",3,3,0.952,"LINF_290009500","LmjF.29.0450","LmxM.08_29.0450"
"OrthoGroup_4344",3,3,0.952,"LINF_290011700","LmjF.29.0670","LmxM.08_29.0670"
"OrthoGroup_4345",3,3,0.952,"LINF_290014400","LmjF.29.0880","LmxM.08_29.0880"
"OrthoGroup_4346",3,3,0.952,"LINF_290017800","LmjF.29.1190","LmxM.08_29.1190"
"OrthoGroup_4347",3,3,0.952,"LINF_290031300","LmjF.29.2360","LmxM.08_29.2360"
"OrthoGroup_4348",3,3,0.952,"LINF_290031600","LmjF.29.2390","LmxM.08_29.2390"
"OrthoGroup_4349",3,3,0.952,"LINF_290033000","LmjF.29.2520","LmxM.08_29.2520"
"OrthoGroup_4350",3,3,0.952,"LINF_290033500","LmjF.29.2570","LmxM.08_29.2570"
"OrthoGroup_4351",3,3,0.952,"LINF_290034400","LmjF.29.2660","LmxM.08_29.2660"
"OrthoGroup_4352",3,3,0.952,"LINF_300023100","LmjF.30.1830","LmxM.29.1830"
"OrthoGroup_4353",3,3,0.952,"LINF_300028500","LmjF.30.2310","LmxM.29.2310"
"OrthoGroup_4354",3,3,0.952,"LINF_310016800","LmjF.31.1070","LmxM.30.1070"
"OrthoGroup_4355",3,3,0.952,"LINF_310027100","LmjF.31.1930","LmxM.30.1930"
"OrthoGroup_4356",3,3,0.952,"LINF_310037300","LmjF.31.2860","LmxM.30.2860"
"OrthoGroup_4357",3,3,0.952,"LINF_310037500","LmjF.31.2880","LmxM.30.2880"
"OrthoGroup_4358",3,3,0.952,"LINF_320016300","LmjF.32.1060","LmxM.31.1060"
"OrthoGroup_4359",3,3,0.952,"LINF_320032900","LmjF.32.2600","LmxM.31.2600"
"OrthoGroup_4360",3,3,0.952,"LINF_320033700","LmjF.32.2670","LmxM.31.2670"
"OrthoGroup_4361",3,3,0.952,"LINF_330019900","LmjF.33.1230","LmxM.32.1230"
"OrthoGroup_4362",3,3,0.952,"LINF_330021300","LmjF.33.1330","LmxM.32.1330"
"OrthoGroup_4363",3,3,0.952,"LINF_330023500","LmjF.33.1530","LmxM.32.1530"
"OrthoGroup_4364",3,3,0.952,"LINF_330023700","LmjF.33.1540.2","LmxM.32.1540"
"OrthoGroup_4365",3,3,0.952,"LINF_330028500","LmjF.33.1970","LmxM.32.1970"
"OrthoGroup_4366",3,3,0.952,"LINF_330030300","LmjF.33.2140","LmxM.32.2140"
"OrthoGroup_4367",3,3,0.952,"LINF_330034200","LmjF.33.2500","LmxM.32.2500"
"OrthoGroup_4368",3,3,0.952,"LINF_330036700","LmjF.33.2740","LmxM.32.2740"
"OrthoGroup_4369",3,3,0.952,"LINF_340006100","LmjF.34.0110","LmxM.33.0110"
"OrthoGroup_4370",3,3,0.952,"LINF_340015100","LmjF.34.0930","LmxM.33.0930"
"OrthoGroup_4371",3,3,0.952,"LINF_340018200","LmjF.34.1150","LmxM.33.1150"
"OrthoGroup_4372",3,3,0.952,"LINF_340030300","LmjF.34.2476","LmxM.33.2476"
"OrthoGroup_4373",3,3,0.952,"LINF_340031900","LmjF.34.2590","LmxM.33.2590"
"OrthoGroup_4374",3,3,0.952,"LINF_340041600","LmjF.34.3470","LmxM.33.3470"
"OrthoGroup_4375",3,3,0.952,"LINF_340041900","LmjF.34.3500","LmxM.33.3500"
"OrthoGroup_4376",3,3,0.952,"LINF_340047400","LmjF.34.3960","LmxM.33.3960"
"OrthoGroup_4377",3,3,0.952,"LINF_340049900","LmjF.34.4210","LmxM.33.4210"
"OrthoGroup_4378",3,3,0.952,"LINF_350007800","LmjF.35.0270","LmxM.34.0270"
"OrthoGroup_4379",3,3,0.952,"LINF_350014300","LmjF.35.0960","LmxM.34.0960"
"OrthoGroup_4380",3,3,0.952,"LINF_350016900","LmjF.35.1210","LmxM.34.1210"
"OrthoGroup_4381",3,3,0.952,"LINF_350017900","LmjF.35.1300","LmxM.34.1300"
"OrthoGroup_4382",3,3,0.952,"LINF_350019100","LmjF.35.1420","LmxM.34.1420"
"OrthoGroup_4383",3,3,0.952,"LINF_350021500","LmjF.35.1650","LmxM.34.1650"
"OrthoGroup_4384",3,3,0.952,"LINF_350030800","LmjF.35.2560","LmxM.34.2560"
"OrthoGroup_4385",3,3,0.952,"LINF_350033800","LmjF.35.2850","LmxM.34.2850"
"OrthoGroup_4386",3,3,0.952,"LINF_350036800","LmjF.35.3150","LmxM.34.3150"
"OrthoGroup_4387",3,3,0.952,"LINF_350042400","LmjF.35.3700","LmxM.34.3700"
"OrthoGroup_4388",3,3,0.952,"LINF_350053800","LmjF.35.4820","LmxM.34.4820"
"OrthoGroup_4389",3,3,0.952,"LINF_360006000","LmjF.36.0100","LmxM.36.0100"
"OrthoGroup_4390",3,3,0.952,"LINF_360018600","LmjF.36.1290","LmxM.36.1290"
"OrthoGroup_4391",3,3,0.952,"LINF_360027200","LmjF.36.2030","LmxM.36.2030"
"OrthoGroup_4392",3,3,0.952,"LINF_360033600","LmjF.36.2580","LmxM.36.2580"
"OrthoGroup_4393",3,3,0.952,"LINF_360033900","LmjF.36.2610","LmxM.36.2610"
"OrthoGroup_4394",3,3,0.952,"LINF_360036100","LmjF.36.2820","LmxM.36.2820"
"OrthoGroup_4395",3,3,0.952,"LINF_360040500","LmjF.36.3220","LmxM.36.3220"
"OrthoGroup_4396",3,3,0.952,"LINF_360050400","LmjF.36.4130","LmxM.36.4130"
"OrthoGroup_4397",3,3,0.952,"LINF_360053300","LmjF.36.4400","LmxM.36.4400"
"OrthoGroup_4398",3,3,0.952,"LINF_360059000","LmjF.36.4950","LmxM.36.4950"
"OrthoGroup_4399",3,3,0.952,"LINF_360059700","LmjF.36.5020","LmxM.36.5020"
"OrthoGroup_4400",3,3,0.952,"LINF_360064000","LmjF.36.5430","LmxM.36.5430"
"OrthoGroup_4401",3,3,0.952,"LINF_360064500","LmjF.36.5480","LmxM.36.5480"
"OrthoGroup_4402",3,3,0.952,"LINF_360065500","LmjF.36.5580","LmxM.36.5580"
"OrthoGroup_4403",3,3,0.952,"LINF_360080100","LmjF.36.6820","LmxM.36.6820"
"OrthoGroup_4404",3,3,0.952,"LINF_360081600","LmjF.36.6950","LmxM.36.6950"
"OrthoGroup_4405",3,3,0.952,"LINF_360082200","LmjF.36.6990","LmxM.36.6990"
"OrthoGroup_4406",3,3,0.951,"LINF_010005600","LmjF.01.0070","LmxM.01.0070"
"OrthoGroup_4407",3,3,0.951,"LINF_010006900","LmjF.01.0200","LmxM.01.0200"
"OrthoGroup_4408",3,3,0.951,"LINF_030011900","LmjF.03.0690","LmxM.03.0690"
"OrthoGroup_4409",3,3,0.951,"LINF_040014600","LmjF.04.0960","LmxM.04.0960"
"OrthoGroup_4410",3,3,0.951,"LINF_050005400","LmjF.05.0050","LmxM.05.0050"
"OrthoGroup_4411",3,3,0.951,"LINF_050013200","LmjF.05.0800","LmxM.05.0800"
"OrthoGroup_4412",3,3,0.951,"LINF_050015500","LmjF.05.1010","LmxM.05.1010"
"OrthoGroup_4413",3,3,0.951,"LINF_050017300","LmjF.05.1200","LmxM.05.1200"
"OrthoGroup_4414",3,3,0.951,"LINF_060011500","LmjF.06.0590","LmxM.06.0590"
"OrthoGroup_4415",3,3,0.951,"LINF_060015600","LmjF.06.0990","LmxM.06.0990"
"OrthoGroup_4416",3,3,0.951,"LINF_060016000","LmjF.06.1020","LmxM.06.1020"
"OrthoGroup_4417",3,3,0.951,"LINF_060016100","LmjF.06.1030","LmxM.06.1030"
"OrthoGroup_4418",3,3,0.951,"LINF_060018300","LmjF.06.1230","LmxM.06.1230"
"OrthoGroup_4419",3,3,0.951,"LINF_080008200","LmjF.08.0320","LmxM.08.0320"
"OrthoGroup_4420",3,3,0.951,"LINF_080009400","LmjF.08.0430","LmxM.08.0430"
"OrthoGroup_4421",3,3,0.951,"LINF_090012800","LmjF.09.0690","LmxM.09.0690"
"OrthoGroup_4422",3,3,0.951,"LINF_090019100","LmjF.09.1180","LmxM.09.1180"
"OrthoGroup_4423",3,3,0.951,"LINF_100011600","LmjF.10.0490","LmxM.10.0490"
"OrthoGroup_4424",3,3,0.951,"LINF_100012100","LmjF.10.0530","LmxM.10.0530"
"OrthoGroup_4425",3,3,0.951,"LINF_100019300","LmjF.10.1195","LmxM.10.1195"
"OrthoGroup_4426",3,3,0.951,"LINF_100020400","LmjF.10.1240","LmxM.10.1240"
"OrthoGroup_4427",3,3,0.951,"LINF_110006000","LmjF.11.0110","LmxM.11.0110"
"OrthoGroup_4428",3,3,0.951,"LINF_110006700","LmjF.11.0180","LmxM.11.0180"
"OrthoGroup_4429",3,3,0.951,"LINF_110013100","LmjF.11.0740","LmxM.11.0740"
"OrthoGroup_4430",3,3,0.951,"LINF_110013800","LmjF.11.0820","LmxM.11.0820"
"OrthoGroup_4431",3,3,0.951,"LINF_110019500","LmjF.11.1370","LmxM.11.1370"
"OrthoGroup_4432",3,3,0.951,"LINF_120005400","LmjF.12.0045","LmxM.12.0045"
"OrthoGroup_4433",3,3,0.951,"LINF_120010900","LmjF.12.0560","LmxM.12.0560"
"OrthoGroup_4434",3,3,0.951,"LINF_120012000","LmjF.12.0680","LmxM.12.0680"
"OrthoGroup_4435",3,3,0.951,"LINF_130014900","LmjF.13.1000","LmxM.13.1000"
"OrthoGroup_4436",3,3,0.951,"LINF_130015100","LmjF.13.1020","LmxM.13.1020"
"OrthoGroup_4437",3,3,0.951,"LINF_130021100","LmjF.13.1560","LmxM.13.1560"
"OrthoGroup_4438",3,3,0.951,"LINF_130021600","LmjF.13.1610","LmxM.13.1610"
"OrthoGroup_4439",3,3,0.951,"LINF_130022000","LmjF.13.1650","LmxM.13.1650"
"OrthoGroup_4440",3,3,0.951,"LINF_140008500","LmjF.14.0350","LmxM.14.0350"
"OrthoGroup_4441",3,3,0.951,"LINF_140012300","LmjF.14.0670","LmxM.14.0670"
"OrthoGroup_4442",3,3,0.951,"LINF_140013200","LmjF.14.0740","LmxM.14.0740"
"OrthoGroup_4443",3,3,0.951,"LINF_150017900","LmjF.15.0980","LmxM.15.0980"
"OrthoGroup_4444",3,3,0.951,"LINF_160006700","LmjF.16.0160","LmxM.16.0160"
"OrthoGroup_4445",3,3,0.951,"LINF_160007400","LmjF.16.0230","LmxM.16.0230"
"OrthoGroup_4446",3,3,0.951,"LINF_160011200","LmjF.16.0590","LmxM.16.0590"
"OrthoGroup_4447",3,3,0.951,"LINF_160013500","LmjF.16.0800","LmxM.16.0800"
"OrthoGroup_4448",3,3,0.951,"LINF_160018500","LmjF.16.1270","LmxM.16.1270"
"OrthoGroup_4449",3,3,0.951,"LINF_160019300","LmjF.16.1350","LmxM.16.1350"
"OrthoGroup_4450",3,3,0.951,"LINF_170005400","LmjF.17.0030","LmxM.17.0030"
"OrthoGroup_4451",3,3,0.951,"LINF_170021000","LmjF.17.1370","LmxM.17.1370"
"OrthoGroup_4452",3,3,0.951,"LINF_180005300","LmjF.18.0030","LmxM.18.0030"
"OrthoGroup_4453",3,3,0.951,"LINF_180006400","LmjF.18.0140","LmxM.18.0140"
"OrthoGroup_4454",3,3,0.951,"LINF_180010700","LmjF.18.0570","LmxM.18.0570"
"OrthoGroup_4455",3,3,0.951,"LINF_180011400","LmjF.18.0610","LmxM.18.0610"
"OrthoGroup_4456",3,3,0.951,"LINF_180021300","LmjF.18.1570","LmxM.18.1570"
"OrthoGroup_4457",3,3,0.951,"LINF_190012800","LmjF.19.0790","LmxM.19.0790"
"OrthoGroup_4458",3,3,0.951,"LINF_190015900","LmjF.19.1060","LmxM.19.1060"
"OrthoGroup_4459",3,3,0.951,"LINF_190018200","LmjF.19.1280","LmxM.19.1280"
"OrthoGroup_4460",3,3,0.951,"LINF_200018800","LmjF.20.1360","LmxM.20.1360"
"OrthoGroup_4461",3,3,0.951,"LINF_200020800","LmjF.20.1630","LmxM.20.1630"
"OrthoGroup_4462",3,3,0.951,"LINF_210009600","LmjF.21.0420","LmxM.21.0420"
"OrthoGroup_4463",3,3,0.951,"LINF_210013800","LmjF.21.0800","LmxM.21.0800"
"OrthoGroup_4464",3,3,0.951,"LINF_210013900","LmjF.21.0810","LmxM.21.0810"
"OrthoGroup_4465",3,3,0.951,"LINF_210021600","LmjF.21.1340","LmxM.21.1340"
"OrthoGroup_4466",3,3,0.951,"LINF_210023300","LmjF.21.1470","LmxM.21.1470"
"OrthoGroup_4467",3,3,0.951,"LINF_210026200","LmjF.21.1650","LmxM.21.1650"
"OrthoGroup_4468",3,3,0.951,"LINF_230009700","LmjF.23.0450","LmxM.23.0450"
"OrthoGroup_4469",3,3,0.951,"LINF_230014800","LmjF.23.0710","LmxM.23.0710"
"OrthoGroup_4470",3,3,0.951,"LINF_230017900","LmjF.23.0960","LmxM.23.0960"
"OrthoGroup_4471",3,3,0.951,"LINF_230022800","LmjF.23.1350","LmxM.23.1350"
"OrthoGroup_4472",3,3,0.951,"LINF_230025100","LmjF.23.1450","LmxM.23.1450"
"OrthoGroup_4473",3,3,0.951,"LINF_230026000","LmjF.23.1530","LmxM.23.1530"
"OrthoGroup_4474",3,3,0.951,"LINF_240007800","LmjF.24.0310","LmxM.24.0310"
"OrthoGroup_4475",3,3,0.951,"LINF_240011000","LmjF.24.0600","LmxM.24.0600"
"OrthoGroup_4476",3,3,0.951,"LINF_240011700","LmjF.24.0670","LmxM.24.0670"
"OrthoGroup_4477",3,3,0.951,"LINF_240016400","LmjF.24.1120","LmxM.24.1120"
"OrthoGroup_4478",3,3,0.951,"LINF_240019800","LmjF.24.1435","LmxM.24.1435"
"OrthoGroup_4479",3,3,0.951,"LINF_250007600","LmjF.25.0250","LmxM.25.0250"
"OrthoGroup_4480",3,3,0.951,"LINF_250008000","LmjF.25.0290","LmxM.25.0290"
"OrthoGroup_4481",3,3,0.951,"LINF_250008400","LmjF.25.0320","LmxM.25.0320"
"OrthoGroup_4482",3,3,0.951,"LINF_250010900","LmjF.25.0570","LmxM.25.0570"
"OrthoGroup_4483",3,3,0.951,"LINF_250022000","LmjF.25.1550","LmxM.25.1550"
"OrthoGroup_4484",3,3,0.951,"LINF_250026400","LmjF.25.1950","LmxM.25.1950"
"OrthoGroup_4485",3,3,0.951,"LINF_250030600","LmjF.25.2340","LmxM.25.2340"
"OrthoGroup_4486",3,3,0.951,"LINF_260012600","LmjF.26.0760","LmxM.26.0760"
"OrthoGroup_4487",3,3,0.951,"LINF_260020200","LmjF.26.1520","LmxM.26.1520"
"OrthoGroup_4488",3,3,0.951,"LINF_260031100","LmjF.26.2530","LmxM.26.2530"
"OrthoGroup_4489",3,3,0.951,"LINF_260031300","LmjF.26.2550","LmxM.26.2550"
"OrthoGroup_4490",3,3,0.951,"LINF_260032900","LmjF.26.2700","LmxM.26.2700"
"OrthoGroup_4491",3,3,0.951,"LINF_270017600","LmjF.27.1120","LmxM.27.1120"
"OrthoGroup_4492",3,3,0.951,"LINF_270020000","LmjF.27.1330","LmxM.27.1330"
"OrthoGroup_4493",3,3,0.951,"LINF_270029700","LmjF.27.2240","LmxM.27.2240"
"OrthoGroup_4494",3,3,0.951,"LINF_280007400","LmjF.28.0490","LmxM.28.0490"
"OrthoGroup_4495",3,3,0.951,"LINF_280014100","LmjF.28.0850","LmxM.28.0850"
"OrthoGroup_4496",3,3,0.951,"LINF_280014500","LmjF.28.0890","LmxM.28.0890"
"OrthoGroup_4497",3,3,0.951,"LINF_280021500","LmjF.28.1550","LmxM.28.1550"
"OrthoGroup_4498",3,3,0.951,"LINF_280034200","LmjF.28.2690","LmxM.28.2690"
"OrthoGroup_4499",3,3,0.951,"LINF_290007100","LmjF.29.0220","LmxM.08_29.0220"
"OrthoGroup_4500",3,3,0.951,"LINF_290013600","LmjF.29.0840","LmxM.08_29.0840"
"OrthoGroup_4501",3,3,0.951,"LINF_290015000","LmjF.29.0930","LmxM.08_29.0930"
"OrthoGroup_4502",3,3,0.951,"LINF_290016200","LmjF.29.1030","LmxM.08_29.1030"
"OrthoGroup_4503",3,3,0.951,"LINF_290018300","LmjF.29.1240","LmxM.08_29.1240"
"OrthoGroup_4504",3,3,0.951,"LINF_290035000","LmjF.29.2720","LmxM.08_29.2720"
"OrthoGroup_4505",3,3,0.951,"LINF_290036300","LmjF.29.2850","LmxM.08_29.2850"
"OrthoGroup_4506",3,3,0.951,"LINF_300012900","LmjF.30.0750","LmxM.29.0750"
"OrthoGroup_4507",3,3,0.951,"LINF_300026700","LmjF.30.2130","LmxM.29.2130"
"OrthoGroup_4508",3,3,0.951,"LINF_300035600","LmjF.30.3015","LmxM.29.3015"
"OrthoGroup_4509",3,3,0.951,"LINF_300035700","LmjF.30.3020","LmxM.29.3020"
"OrthoGroup_4510",3,3,0.951,"LINF_300037300","LmjF.30.3170","LmxM.29.3170"
"OrthoGroup_4511",3,3,0.951,"LINF_300038800","LmjF.30.3310","LmxM.29.3310"
"OrthoGroup_4512",3,3,0.951,"LINF_300042400","LmjF.30.3660","LmxM.29.3660"
"OrthoGroup_4513",3,3,0.951,"LINF_300043200","LmjF.30.3740","LmxM.29.3740"
"OrthoGroup_4514",3,3,0.951,"LINF_310007600","LmjF.31.0240","LmxM.30.0240"
"OrthoGroup_4515",3,3,0.951,"LINF_310032800","LmjF.31.2450.2","LmxM.30.2450"
"OrthoGroup_4516",3,3,0.951,"LINF_310032900","LmjF.31.2460","LmxM.30.2460"
"OrthoGroup_4517",3,3,0.951,"LINF_310033100","LmjF.31.2480","LmxM.30.2480"
"OrthoGroup_4518",3,3,0.951,"LINF_310038600","LmjF.31.2980","LmxM.30.2980"
"OrthoGroup_4519",3,3,0.951,"LINF_310039000","LmjF.31.3020","LmxM.30.3020"
"OrthoGroup_4520",3,3,0.951,"LINF_320012400","LmjF.32.0700","LmxM.31.0700"
"OrthoGroup_4521",3,3,0.951,"LINF_320020400","LmjF.32.1470","LmxM.31.1470"
"OrthoGroup_4522",3,3,0.951,"LINF_320027100","LmjF.32.2100","LmxM.31.2100"
"OrthoGroup_4523",3,3,0.951,"LINF_320028100","LmjF.32.2180","LmxM.31.2180"
"OrthoGroup_4524",3,3,0.951,"LINF_320028400","LmjF.32.2210","LmxM.31.2210"
"OrthoGroup_4525",3,3,0.951,"LINF_320032100","LmjF.32.2520","LmxM.31.2520"
"OrthoGroup_4526",3,3,0.951,"LINF_320035600","LmjF.32.2850","LmxM.31.2850"
"OrthoGroup_4527",3,3,0.951,"LINF_320036100","LmjF.32.2890","LmxM.31.2890"
"OrthoGroup_4528",3,3,0.951,"LINF_320040700","LmjF.32.3320","LmxM.31.3320"
"OrthoGroup_4529",3,3,0.951,"LINF_320045800","LmjF.32.3860","LmxM.31.3860"
"OrthoGroup_4530",3,3,0.951,"LINF_320046500","LmjF.32.3930","LmxM.31.3930"
"OrthoGroup_4531",3,3,0.951,"LINF_330016000","LmjF.33.0870","LmxM.32.0870"
"OrthoGroup_4532",3,3,0.951,"LINF_330021600","LmjF.33.1355","LmxM.32.1355"
"OrthoGroup_4533",3,3,0.951,"LINF_330032000","LmjF.33.2300","LmxM.32.2300"
"OrthoGroup_4534",3,3,0.951,"LINF_330033900","LmjF.33.2470","LmxM.32.2470"
"OrthoGroup_4535",3,3,0.951,"LINF_330036500","LmjF.33.2720","LmxM.32.2720"
"OrthoGroup_4536",3,3,0.951,"LINF_340006300","LmjF.34.0130","LmxM.33.0130"
"OrthoGroup_4537",3,3,0.951,"LINF_340019700","LmjF.34.1260","LmxM.33.1260"
"OrthoGroup_4538",3,3,0.951,"LINF_340031300","LmjF.34.2540","LmxM.33.2540"
"OrthoGroup_4539",3,3,0.951,"LINF_340032700","LmjF.34.2670","LmxM.33.2670"
"OrthoGroup_4540",3,3,0.951,"LINF_340039100","LmjF.34.3220","LmxM.33.3220"
"OrthoGroup_4541",3,3,0.951,"LINF_340043000","LmjF.34.3560","LmxM.33.3560"
"OrthoGroup_4542",3,3,0.951,"LINF_350014900","LmjF.35.1020","LmxM.34.1020"
"OrthoGroup_4543",3,3,0.951,"LINF_350017300","LmjF.35.1240","LmxM.34.1240"
"OrthoGroup_4544",3,3,0.951,"LINF_350025200","LmjF.35.2020","LmxM.34.2020"
"OrthoGroup_4545",3,3,0.951,"LINF_350031500","LmjF.35.2630","LmxM.34.2630"
"OrthoGroup_4546",3,3,0.951,"LINF_350033200","LmjF.35.2790","LmxM.34.2790"
"OrthoGroup_4547",3,3,0.951,"LINF_350033300","LmjF.35.2800","LmxM.34.2800"
"OrthoGroup_4548",3,3,0.951,"LINF_350034900","LmjF.35.2960","LmxM.34.2960"
"OrthoGroup_4549",3,3,0.951,"LINF_350036100","LmjF.35.3080","LmxM.34.3080"
"OrthoGroup_4550",3,3,0.951,"LINF_350044400","LmjF.35.3900","LmxM.34.3900"
"OrthoGroup_4551",3,3,0.951,"LINF_350046600","LmjF.35.4090","LmxM.34.4090"
"OrthoGroup_4552",3,3,0.951,"LINF_350047400","LmjF.35.4160","LmxM.34.4160"
"OrthoGroup_4553",3,3,0.951,"LINF_350058400","LmjF.35.5280","LmxM.34.5280"
"OrthoGroup_4554",3,3,0.951,"LINF_360005400","LmjF.36.0050","LmxM.36.0050"
"OrthoGroup_4555",3,3,0.951,"LINF_360010100","LmjF.36.0480","LmxM.36.0480"
"OrthoGroup_4556",3,3,0.951,"LINF_360013800","LmjF.36.0810","LmxM.36.0810"
"OrthoGroup_4557",3,3,0.951,"LINF_360025100","LmjF.36.1870","LmxM.36.1870"
"OrthoGroup_4558",3,3,0.951,"LINF_360025400","LmjF.36.1900","LmxM.36.1900"
"OrthoGroup_4559",3,3,0.951,"LINF_360037500","LmjF.36.2950","LmxM.36.2950"
"OrthoGroup_4560",3,3,0.951,"LINF_360038200","LmjF.36.3020","LmxM.36.3020"
"OrthoGroup_4561",3,3,0.951,"LINF_360043100","LmjF.36.3450","LmxM.36.3450"
"OrthoGroup_4562",3,3,0.951,"LINF_360044100","LmjF.36.3550","LmxM.36.3550"
"OrthoGroup_4563",3,3,0.951,"LINF_360047200","LmjF.36.3830","LmxM.36.3830"
"OrthoGroup_4564",3,3,0.951,"LINF_360047300","LmjF.36.3840","LmxM.36.3840"
"OrthoGroup_4565",3,3,0.951,"LINF_360065900","LmjF.36.5610","LmxM.36.5610"
"OrthoGroup_4566",3,3,0.951,"LINF_360072700","LmjF.36.6270","LmxM.36.6270"
"OrthoGroup_4567",3,3,0.951,"LINF_360078100","LmjF.36.6640","LmxM.36.6640"
"OrthoGroup_4568",3,3,0.951,"LINF_360080500","LmjF.36.6850","LmxM.36.6850"
"OrthoGroup_4569",3,3,0.95,"LINF_010008000","LmjF.01.0310","LmxM.01.0310"
"OrthoGroup_4570",3,3,0.95,"LINF_010011200","LmjF.01.0610","LmxM.01.0610"
"OrthoGroup_4571",3,3,0.95,"LINF_020011100","LmjF.02.0580","LmxM.02.0580"
"OrthoGroup_4572",3,3,0.95,"LINF_030005800","LmjF.03.0100","LmxM.03.0100"
"OrthoGroup_4573",3,3,0.95,"LINF_030006300","LmjF.03.0150","LmxM.03.0150"
"OrthoGroup_4574",3,3,0.95,"LINF_040013200","LmjF.04.0820","LmxM.04.0820"
"OrthoGroup_4575",3,3,0.95,"LINF_040016700","LmjF.04.1160","LmxM.04.1160"
"OrthoGroup_4576",3,3,0.95,"LINF_050010300","LmjF.05.0520","LmxM.05.0520"
"OrthoGroup_4577",3,3,0.95,"LINF_050012800","LmjF.05.0760","LmxM.05.0760"
"OrthoGroup_4578",3,3,0.95,"LINF_070010000","LmjF.07.0460","LmxM.07.0460"
"OrthoGroup_4579",3,3,0.95,"LINF_070013900","LmjF.07.0800","LmxM.07.0800"
"OrthoGroup_4580",3,3,0.95,"LINF_070015200","LmjF.07.0900","LmxM.07.0900"
"OrthoGroup_4581",3,3,0.95,"LINF_080007100","LmjF.08.0210","LmxM.08.0210"
"OrthoGroup_4582",3,3,0.95,"LINF_090005200","LmjF.09.0010","LmxM.09.0010"
"OrthoGroup_4583",3,3,0.95,"LINF_100005900","LmjF.10.0100","LmxM.10.0100"
"OrthoGroup_4584",3,3,0.95,"LINF_100007100","LmjF.10.0200","LmxM.10.0200"
"OrthoGroup_4585",3,3,0.95,"LINF_100007300","LmjF.10.0210","LmxM.10.0210"
"OrthoGroup_4586",3,3,0.95,"LINF_100007500","LmjF.10.0219","LmxM.10.0219"
"OrthoGroup_4587",3,3,0.95,"LINF_100019700","LmjF.10.1225.1","LmxM.10.1225"
"OrthoGroup_4588",3,3,0.95,"LINF_110007300","LmjF.11.0240","LmxM.11.0240"
"OrthoGroup_4589",3,3,0.95,"LINF_110011000","LmjF.11.0530","LmxM.11.0530"
"OrthoGroup_4590",3,3,0.95,"LINF_120006100","LmjF.12.0100","LmxM.12.0100"
"OrthoGroup_4591",3,3,0.95,"LINF_120015100","LmjF.12.1100","LmxM.12.1100"
"OrthoGroup_4592",3,3,0.95,"LINF_130006300","LmjF.13.0140","LmxM.13.0140"
"OrthoGroup_4593",3,3,0.95,"LINF_130009100","LmjF.13.0420","LmxM.13.0420"
"OrthoGroup_4594",3,3,0.95,"LINF_130010100","LmjF.13.0520","LmxM.13.0520"
"OrthoGroup_4595",3,3,0.95,"LINF_140007000","LmjF.14.0210","LmxM.14.0210"
"OrthoGroup_4596",3,3,0.95,"LINF_140007100","LmjF.14.0220","LmxM.14.0220"
"OrthoGroup_4597",3,3,0.95,"LINF_140007400","LmjF.14.0240","LmxM.14.0240"
"OrthoGroup_4598",3,3,0.95,"LINF_140010000","LmjF.14.0460","LmxM.14.0460"
"OrthoGroup_4599",3,3,0.95,"LINF_140018300","LmjF.14.1190","LmxM.14.1190"
"OrthoGroup_4600",3,3,0.95,"LINF_150005100","LmjF.15.0020","LmxM.15.0020"
"OrthoGroup_4601",3,3,0.95,"LINF_150005500","LmjF.15.0060","LmxM.15.0060"
"OrthoGroup_4602",3,3,0.95,"LINF_150008900","LmjF.15.0350","LmxM.15.0350"
"OrthoGroup_4603",3,3,0.95,"LINF_150018000","LmjF.15.0990","LmxM.15.0990"
"OrthoGroup_4604",3,3,0.95,"LINF_150020300","LmjF.15.1250","LmxM.15.1250"
"OrthoGroup_4605",3,3,0.95,"LINF_160010300","LmjF.16.0520","LmxM.16.0520"
"OrthoGroup_4606",3,3,0.95,"LINF_170011700","LmjF.17.0540","LmxM.17.0540"
"OrthoGroup_4607",3,3,0.95,"LINF_170012200","LmjF.17.0590","LmxM.17.0590"
"OrthoGroup_4608",3,3,0.95,"LINF_170013800","LmjF.17.0640","LmxM.17.0640"
"OrthoGroup_4609",3,3,0.95,"LINF_170015100","LmjF.17.0810","LmxM.17.0810"
"OrthoGroup_4610",3,3,0.95,"LINF_170015600","LmjF.17.0850","LmxM.17.0850"
"OrthoGroup_4611",3,3,0.95,"LINF_170019600","LmjF.17.1230","LmxM.17.1230"
"OrthoGroup_4612",3,3,0.95,"LINF_170020200","LmjF.17.1290","LmxM.17.1290"
"OrthoGroup_4613",3,3,0.95,"LINF_170020900","LmjF.17.1360","LmxM.17.1360"
"OrthoGroup_4614",3,3,0.95,"LINF_180006300","LmjF.18.0130","LmxM.18.0130"
"OrthoGroup_4615",3,3,0.95,"LINF_180015200","LmjF.18.0990","LmxM.18.0990"
"OrthoGroup_4616",3,3,0.95,"LINF_180019200","LmjF.18.1380","LmxM.18.1380"
"OrthoGroup_4617",3,3,0.95,"LINF_190008100","LmjF.19.0320","LmxM.19.0320"
"OrthoGroup_4618",3,3,0.95,"LINF_190015400","LmjF.19.1010","LmxM.19.1010"
"OrthoGroup_4619",3,3,0.95,"LINF_190017500","LmjF.19.1210","LmxM.19.1210"
"OrthoGroup_4620",3,3,0.95,"LINF_200010800","LmjF.20.0540","LmxM.20.0540"
